suite,strategy,name,P,omp,part,nprobe,nlist,rerank_k,pqm,ef,topk,test_number,recall,latency_us,qps,n_runs,best_of
partition,2,MPI-IVF-cyclic-gather,2,4,cyclic,16,256,500,8,64,10,2000,0.961752,198.877,5028.23,5,5
partition,2,MPI-IVF-cyclic-gather,4,4,cyclic,16,256,500,8,64,10,2000,0.964453,131.354,7613.01,5,5
partition,2,MPI-IVF-cyclic-gather,8,4,cyclic,16,256,500,8,64,10,2000,0.968803,609.917,1639.57,5,5
hybrid,4,MPI-IVF-omp,1,1,block,16,256,500,8,64,10,2000,0.958303,391.484,2554.38,5,5
hybrid,4,MPI-IVF-omp,1,2,block,16,256,500,8,64,10,2000,0.958303,200.382,4990.47,5,5
hybrid,4,MPI-IVF-omp,1,4,block,16,256,500,8,64,10,2000,0.958303,137.702,7262.06,5,5
hybrid,4,MPI-IVF-omp,1,8,block,16,256,500,8,64,10,2000,0.958303,188.388,5308.19,5,5
hybrid,4,MPI-IVF-omp,2,2,block,16,256,500,8,64,10,2000,0.961103,129.223,7738.59,5,5
hybrid,4,MPI-IVF-omp,2,4,block,16,256,500,8,64,10,2000,0.961103,149.108,6706.55,5,5
hybrid,4,MPI-IVF-omp,4,2,block,16,256,500,8,64,10,2000,0.962853,163.449,6118.12,5,5
hybrid,1,MPI-IVF-block-gather,1,4,block,16,256,500,8,64,10,2000,0.958303,367.588,2720.44,5,5
hybrid,1,MPI-IVF-block-gather,2,4,block,16,256,500,8,64,10,2000,0.961103,225.887,4426.99,5,5
hybrid,1,MPI-IVF-block-gather,4,4,block,16,256,500,8,64,10,2000,0.962853,145.499,6872.88,5,5
hybrid,1,MPI-IVF-block-gather,8,4,block,16,256,500,8,64,10,2000,0.968003,173.671,5758.01,5,5
pq,7,MPI-IVFPQ-m1,1,4,block,16,256,500,8,64,10,2000,0.910653,441.134,2266.88,5,5
pq,7,MPI-IVFPQ-m1,2,4,block,16,256,500,8,64,10,2000,0.949304,350.887,2849.92,5,5
pq,7,MPI-IVFPQ-m1,4,4,block,16,256,500,8,64,10,2000,0.961802,270.94,3690.85,5,5
pq,7,MPI-IVFPQ-m1,8,4,block,16,256,500,8,64,10,2000,0.968003,368.8,2711.5,5,5
pq,9,MPI-IVFPQ-m2,1,4,block,16,256,500,8,64,10,2000,0.937454,786.929,1270.76,5,5
pq,9,MPI-IVFPQ-m2,2,4,block,16,256,500,8,64,10,2000,0.948653,691.69,1445.73,5,5
pq,9,MPI-IVFPQ-m2,4,4,block,16,256,500,8,64,10,2000,0.962802,670.919,1490.49,5,5
pq,9,MPI-IVFPQ-m2,8,4,block,16,256,500,8,64,10,2000,0.968003,763.084,1310.47,5,5
pq,8,MPI-IVFPQ-m1-omp,2,4,block,16,256,500,8,64,10,2000,0.960853,374.777,2668.25,5,5
pq,10,MPI-IVFPQ-m2-omp,2,4,block,16,256,500,8,64,10,2000,0.961103,395.956,2525.54,5,5
hnsw,11,MPI-HNSW,1,4,block,16,256,500,8,64,10,2000,0.981002,408.312,2449.11,5,5
hnsw,11,MPI-HNSW,2,4,block,16,256,500,8,64,10,2000,0.992151,484.001,2066.11,5,5
hnsw,11,MPI-HNSW,4,4,block,16,256,500,8,64,10,2000,0.9969,673.382,1485.04,5,5
hnsw,11,MPI-HNSW,8,4,block,16,256,500,8,64,10,2000,0.9987,1214.97,823.07,5,5
hnsw,12,MPI-HNSW-omp,2,4,block,16,256,500,8,64,10,2000,0.99875,469.881,2128.2,5,5
hnsw,13,MPI-IVF-HNSW,1,4,block,16,256,500,8,64,10,2000,0.958003,1997.1,500.73,5,5
hnsw,13,MPI-IVF-HNSW,2,4,block,16,256,500,8,64,10,2000,0.958003,1428.67,699.95,5,5
hnsw,13,MPI-IVF-HNSW,4,4,block,16,256,500,8,64,10,2000,0.958003,1181.5,846.38,5,5
hnsw,13,MPI-IVF-HNSW,8,4,block,16,256,500,8,64,10,2000,0.958003,1327.34,753.39,5,5
hnsw,14,HNSW-on-HNSW,1,4,block,16,256,500,8,64,10,2000,0.958003,2031.76,492.18,5,5
hnsw,14,HNSW-on-HNSW,2,4,block,16,256,500,8,64,10,2000,0.958003,1403.87,712.31,5,5
hnsw,14,HNSW-on-HNSW,4,4,block,16,256,500,8,64,10,2000,0.958003,1342.52,744.87,5,5
hnsw,14,HNSW-on-HNSW,8,4,block,16,256,500,8,64,10,2000,0.958003,1751.4,570.97,5,5
nprobe,1,MPI-IVF-block-gather,1,4,block,4,256,500,8,64,10,2000,0.800152,102.899,9718.27,5,5
nprobe,1,MPI-IVF-block-gather,1,4,block,8,256,500,8,64,10,2000,0.898553,181.553,5508.05,5,5
nprobe,1,MPI-IVF-block-gather,1,4,block,16,256,500,8,64,10,2000,0.958303,362.633,2757.61,5,5
nprobe,1,MPI-IVF-block-gather,1,4,block,32,256,500,8,64,10,2000,0.987552,694.895,1439.07,5,5
nprobe,1,MPI-IVF-block-gather,1,4,block,64,256,500,8,64,10,2000,0.9974,1297.92,770.46,5,5
nprobe_pq,7,MPI-IVFPQ-m1,1,4,block,4,256,500,8,64,10,2000,0.783602,231.016,4328.7,5,5
nprobe_pq,7,MPI-IVFPQ-m1,1,4,block,8,256,500,8,64,10,2000,0.865403,313.321,3191.61,5,5
nprobe_pq,7,MPI-IVFPQ-m1,1,4,block,16,256,500,8,64,10,2000,0.910653,444.472,2249.86,5,5
nprobe_pq,7,MPI-IVFPQ-m1,1,4,block,32,256,500,8,64,10,2000,0.931104,582.755,1715.99,5,5
nprobe_pq,7,MPI-IVFPQ-m1,1,4,block,64,256,500,8,64,10,2000,0.935904,833.963,1199.09,5,5
nprobe_pq,9,MPI-IVFPQ-m2,1,4,block,4,256,500,8,64,10,2000,0.794752,320.592,3119.23,5,5
nprobe_pq,9,MPI-IVFPQ-m2,1,4,block,8,256,500,8,64,10,2000,0.886403,482.208,2073.79,5,5
nprobe_pq,9,MPI-IVFPQ-m2,1,4,block,16,256,500,8,64,10,2000,0.937454,772.056,1295.24,5,5
nprobe_pq,9,MPI-IVFPQ-m2,1,4,block,32,256,500,8,64,10,2000,0.960204,1220.77,819.15,5,5
nprobe_pq,9,MPI-IVFPQ-m2,1,4,block,64,256,500,8,64,10,2000,0.967353,1990.62,502.36,5,5
ef,11,MPI-HNSW,1,4,block,16,256,500,8,16,10,2000,0.873454,156.277,6398.91,5,5
ef,11,MPI-HNSW,1,4,block,16,256,500,8,32,10,2000,0.947704,251.076,3982.86,5,5
ef,11,MPI-HNSW,1,4,block,16,256,500,8,64,10,2000,0.981002,423.539,2361.06,5,5
ef,11,MPI-HNSW,1,4,block,16,256,500,8,128,10,2000,0.994901,736.404,1357.95,5,5
ef,11,MPI-HNSW,1,4,block,16,256,500,8,200,10,2000,0.99805,1008.76,991.32,5,5
topk,1,MPI-IVF-block-gather,4,4,block,16,256,500,8,64,10,2000,0.962853,138.941,7197.27,5,5
topk,1,MPI-IVF-block-gather,4,4,block,16,256,500,8,64,20,2000,0.962853,141.247,7079.8,5,5
topk,1,MPI-IVF-block-gather,4,4,block,16,256,500,8,64,50,2000,0.962853,173.971,5748.07,5,5
topk,1,MPI-IVF-block-gather,8,4,block,16,256,500,8,64,10,2000,0.968003,284.389,3516.3,5,5
topk,1,MPI-IVF-block-gather,8,4,block,16,256,500,8,64,20,2000,0.968003,193.775,5160.62,5,5
topk,1,MPI-IVF-block-gather,8,4,block,16,256,500,8,64,50,2000,0.968003,200.273,4993.18,5,5
